time,x,y,speed,yaw_rate,lat_g,long_g,steering_angle,slip_ratio,distance
0.0,0.0,0.0,117.77623976390616,0.0,0.0,0.0,0.0,2.0,0.0
0.05,2.0,-0.07310785936650854,120.63780436937877,0.0,0.0,0.0,0.0,2.0,2.0013357437224655
0.1,4.0,0.056709487159312705,120.55808258440028,0.0,0.0,0.0,0.0,2.0,4.005544451282386
0.15000000000000002,6.0,-0.18786522017574867,122.02103056961305,0.0,0.0,0.0,0.0,2.0,6.020443155304013
0.2,8.0,-0.0805980136993356,118.83824373195297,0.0,0.0,0.0,0.0,2.0,8.023317653016052
0.25,10.0,-0.2635361999515911,118.94966038564371,0.0,0.0,0.0,0.0,2.0,10.031666820862437
0.30000000000000004,12.0,-0.1394265567592441,118.85723966849172,0.0,0.0,0.0,0.0,2.0,12.035513921699557
0.35000000000000003,14.0,-0.17161403213185678,118.15183432450578,0.0,0.0,0.0,0.0,2.0,14.035772913323108
0.4,16.0,-0.2492669119271796,114.7749019746128,0.0,0.0,0.0,0.0,2.0,16.037279838052697
0.45,18.0,-0.4263693866929493,121.90073936479381,0.0,0.0,0.0,0.0,2.0,18.045105848086475
0.5,20.0,-0.49771839184658817,121.63289016190265,0.0,0.0,0.0,0.0,2.0,20.046378113555722
0.55,22.0,-0.3864940321397951,116.95224800476828,0.0,0.0,0.0,0.0,2.0,22.0494684405735
0.6000000000000001,24.0,-0.17772190995606352,119.14390787164753,0.0,0.0,0.0,0.0,2.0,24.060335367796952
0.65,26.0,-0.07243227768912436,118.51518632576166,0.0,0.0,0.0,0.0,2.0,26.063104926848343
0.7000000000000001,28.0,0.2003450271942967,118.59331239658519,0.0,0.0,0.0,0.0,2.0,28.081621079387
0.75,30.0,0.7081775704481632,115.72075868784752,0.0,0.0,0.0,0.0,2.0,30.145087554032926
0.8,32.0,0.6432793788823845,118.7410500781515,0.0,0.0,0.0,0.0,2.0,32.14614022082321
0.8500000000000001,34.0,0.6021060354632836,121.19544093382521,0.0,0.0,0.0,0.0,2.0,34.14656398698085
0.9,36.0,0.31409774592652395,125.11897606207559,0.0,0.0,0.0,0.0,2.0,36.16719477335472
0.9500000000000001,38.0,0.552243197149252,120.7884660437592,0.0,0.0,0.0,0.0,2.0,38.18132318434
1.0,40.0,0.8121225600021494,120.24443833044536,0.0,0.0,0.0,0.0,2.0,40.19813683047512
1.05,42.0,0.6386933287922387,118.9691286758151,0.0,0.0,0.0,0.0,2.0,42.205642172494926
1.1,44.0,0.7622214978944677,118.79949229978817,0.0,0.0,0.0,0.0,2.0,44.20945334337949
1.1500000000000001,46.0,1.0056356572904899,121.89487964209327,0.0,0.0,0.0,0.0,2.0,46.22421150578868
1.2000000000000002,48.0,1.0508933111902647,120.58206800252437,0.0,0.0,0.0,0.0,2.0,48.224723504062254
1.25,50.0,1.2203735977055925,118.72888051945073,0.0,0.0,0.0,0.0,2.0,50.231891550718366
1.3,52.0,1.2553402001038867,117.9568956106488,0.0,0.0,0.0,0.0,2.0,52.23219719318486
1.35,54.0,1.0119692216320388,119.67648922720495,0.0,0.0,0.0,0.0,2.0,54.24695013912199
1.4000000000000001,56.0,1.221838700096212,118.93270239231502,0.0,0.0,0.0,0.0,2.0,56.25793129218903
1.4500000000000002,58.0,1.4868598323990523,119.98894427535974,0.0,0.0,0.0,0.0,2.0,58.275413931660076
1.5,60.0,1.6337600453750614,119.54109909233608,0.0,0.0,0.0,0.0,2.0,60.28080159307928
1.55,62.0,1.4428605929827771,120.77869782651224,0.0,0.0,0.0,0.0,2.0,62.28989158631594
1.6,64.0,1.2926247080499915,117.46976177215471,0.0,0.0,0.0,0.0,2.0,64.29552635394477
1.6500000000000001,66.0,1.0665390974258855,122.18398452871534,0.0,0.0,0.0,0.0,2.0,66.30826446490984
1.7000000000000002,68.0,1.2205345694120442,125.55662608310487,0.0,0.0,0.0,0.0,2.0,68.31418435498328
1.75,70.0,1.4742124738928246,122.38727944856464,0.0,0.0,0.0,0.0,2.0,70.33020828321969
1.8,72.0,1.5591097227041149,120.43727663210773,0.0,0.0,0.0,0.0,2.0,72.33200935796606
1.85,74.0,1.7472168396965169,121.76352207789722,0.0,0.0,0.0,0.0,2.0,74.34083595263849
1.9000000000000001,76.0,1.5736886217006418,117.98182931426979,0.0,0.0,0.0,0.0,2.0,76.3483498485906
1.9500000000000002,78.0,1.6028609921863037,116.83341157292622,0.0,0.0,0.0,0.0,2.0,78.34856259407537
2.0,80.0,1.3288867808430445,121.54740083366737,0.0,0.0,0.0,0.0,2.0,80.36724084195966
2.0500000000000003,82.0,1.1745306309443928,118.92371667667408,0.0,0.0,0.0,0.0,2.0,82.37318845369121
2.1,84.0,1.350265340582572,117.3066438052773,0.0,0.0,0.0,0.0,2.0,84.3808942807913
2.15,86.0,1.30234643894381,118.23881746790579,0.0,0.0,0.0,0.0,2.0,86.38146825371363
2.2,88.0,1.5442228330811367,117.73889539063687,0.0,0.0,0.0,0.0,2.0,88.39604120847126
2.25,90.0,1.651814833819536,120.26885776525604,0.0,0.0,0.0,0.0,2.0,90.39893312732832
2.3000000000000003,92.0,2.1986992656318844,121.16424558942607,0.0,0.0,0.0,0.0,2.0,92.47235604168003
2.35,94.0,2.2174523516622737,121.77549691918671,0.0,0.0,0.0,0.0,2.0,94.47244395930657
2.4000000000000004,96.0,1.936171298225964,121.78866466021752,0.0,0.0,0.0,0.0,2.0,96.49212686288878
2.45,98.0,1.9292653670070024,121.50999559448947,0.0,0.0,0.0,0.0,2.0,98.49213878582475
2.5,100.0,1.736662241793777,119.58566821979085,0.0,0.0,0.0,0.0,2.0,100.50139137418738
2.5500000000000003,102.0,1.9320982419563917,118.75304521003008,0.0,0.0,0.0,0.0,2.0,102.51091749498292
2.6,104.0,1.9404942548503963,116.98369342090504,0.0,0.0,0.0,0.0,2.0,104.5109351181634
2.6500000000000004,106.0,1.913039891430833,122.19929395156964,0.0,0.0,0.0,0.0,2.0,106.51112354480495
2.7,108.0,1.8882134136545012,119.64453575745868,0.0,0.0,0.0,0.0,2.0,108.51127762736928
2.75,110.0,2.036281577244049,119.1792333826274,0.0,0.0,0.0,0.0,2.0,110.51675118268453
2.8000000000000003,112.0,1.945789130775115,122.3594326894014,0.0,0.0,0.0,0.0,2.0,112.51879735669449
2.85,114.0,2.1011990897558364,118.20358412108864,0.0,0.0,0.0,0.0,2.0,114.52482633339208
2.9000000000000004,116.0,2.3103133234251,121.66959083846086,0.0,0.0,0.0,0.0,2.0,116.53572880808426
2.95,118.0,2.2418849809040235,120.59312276865793,0.0,0.0,0.0,0.0,2.0,118.53689907521802
3.0,120.0,2.056675657061728,117.92434024696904,0.0,0.0,0.0,0.0,2.0,120.54545639171116
3.0500000000000003,122.0,1.9540825935346036,119.84839250994364,0.0,0.0,0.0,0.0,2.0,122.5480859971759
3.1,124.0,2.096104441607394,121.94592706751158,0.0,0.0,0.0,0.0,2.0,124.55312220765441
3.1500000000000004,126.0,2.1146002159176134,121.59119092779189,0.0,0.0,0.0,0.0,2.0,126.55320772924276
3.2,128.0,2.240615203637815,122.99086850576694,0.0,0.0,0.0,0.0,2.0,128.55717374121255
3.25,130.0,2.5932026980984606,120.67636250398664,0.0,0.0,0.0,0.0,2.0,130.5880154241731
3.3000000000000003,132.0,2.639393442687487,126.74459250725334,0.0,0.0,0.0,0.0,2.0,132.58854874928562
3.35,134.0,2.477606064409415,118.15921838986525,0.0,0.0,0.0,0.0,2.0,134.5950818678187
3.4000000000000004,136.0,2.68909076618189,119.2027232199696,0.0,0.0,0.0,0.0,2.0,136.60623222994576
3.45,138.0,2.699362938077817,119.8782718250505,0.0,0.0,0.0,0.0,2.0,138.60625860915067
3.5,140.0,2.8738523696099074,117.16249908281719,0.0,0.0,0.0,0.0,2.0,140.61385582017593
3.5500000000000003,142.0,3.087092078429455,122.08498323467884,0.0,0.0,0.0,0.0,2.0,142.62519148918233
3.6,144.0,2.8952904591440993,121.80706498125168,0.0,0.0,0.0,0.0,2.0,144.63436740511415
3.6500000000000004,146.0,3.171691379978488,120.0380006621243,0.0,0.0,0.0,0.0,2.0,146.6533764365546
3.7,148.0,3.3527157719697995,118.93116709265298,0.0,0.0,0.0,0.0,2.0,148.66155218346915
3.75,150.0,3.2319348974728936,117.00989225837132,0.0,0.0,0.0,0.0,2.0,150.66519586926867
3.8000000000000003,152.0,3.2928247214470643,118.42148334260416,0.0,0.0,0.0,0.0,2.0,152.66612254725155
3.85,154.0,3.3442662196430857,121.48742256754245,0.0,0.0,0.0,0.0,2.0,154.6667839948075
3.9000000000000004,156.0,3.349052582536253,119.57567715657675,0.0,0.0,0.0,0.0,2.0,156.66678972211673
